userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
user526,Password!526,GA,Walton High School,Marietta,GA,3.5,2024,Interior Design,,570,690,24,24,28,23,25,,,,,,,,,,2
user527,Password!527,AZ,BASIS Tucson North,Tucson,AZ,3.7,2025,Geological/Geophysical Engineering,,620,580,24,24,24,22,24,,,,,,,,,,1
user528,Password!528,GA,Walton High School,Marietta,GA,3.3,2026,Adult and Continuing Education and Teaching,,680,690,27,24,23,26,25,,,,,,,,,,2
user529,Password!529,VA,McLean High School,McLean,VA,3.6,2024,Regional Studies,,680,680,23,29,27,20,25,,,,,,,,,,1
user530,Password!530,TX,Carroll Senior High School,Southlake,TX,3.5,2024,Arabic Language and Literature,,710,650,28,24,30,26,27,,,,,,,,,,2
user531,Password!531,WA,Bellevue High School,Bellevue,WA,3.4,2026,Physiological Psychology/Psychobiology,,610,600,24,27,24,27,26,,,,,,,,,,1
user532,Password!532,PA,Radnor Senior High School,Radnor,PA,3.5,2026,"General Merchandising, Sales",,700,590,27,29,22,24,26,,,,,,,,,,1
user533,Password!533,SC,Academic Magnet High School,North Charleston,SC,3.6,2025,Physical Therapy Technician/Assistant,,680,640,24,23,21,23,23,,,,,,,,,,1
user534,Password!534,KY,The Gatton Academy,Bowling Green,KY,3.5,2024,"Business, Management, Marketing",,680,680,30,26,23,24,26,,,,,,,,,,2
user535,Password!535,GA,Walton High School,Marietta,GA,3.7,2025,Health Information/Medical Records Technology/Technician,,650,630,27,24,24,21,24,,,,,,,,,,1
user536,Password!536,KS,Blue Valley North High School,Overland Park,KS,3.5,2024,Computer Systems Networking and Telecommunications,,690,670,27,22,24,24,24,,,,,,,,,,1
user537,Password!537,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.5,2024,Apparel and Textiles,,640,690,30,20,23,24,24,,,,,,,,,,2
user538,Password!538,KY,The Gatton Academy,Bowling Green,KY,3.4,2026,"Ethnic, Cultural Minority, Gender, and Group Studies",,640,650,24,21,25,24,24,,,,,,,,,,2
user539,Password!539,GA,Walton High School,Marietta,GA,3.6,2026,Operations Management and Supervision,,710,670,24,21,29,26,25,,,,,,,,,,2
user540,Password!540,WA,Bellevue High School,Bellevue,WA,3.3,2024,History,,680,620,29,22,26,28,26,,,,,,,,,,2
user541,Password!541,NY,Brooklyn Technical High School,Brooklyn,NY,3.6,2027,Pharmaceutics and Drug Design,,700,680,25,29,25,23,26,,,,,,,,,,2
user542,Password!542,CO,Fairview High School,Boulder,CO,3.5,2027,Materials Engineering,,700,660,25,24,20,24,23,,,,,,,,,,2
user543,Password!543,TX,Carroll Senior High School,Southlake,TX,3.5,2024,Social Studies Teacher Education,,680,680,18,23,26,26,23,,,,,,,,,,1
user544,Password!544,AL,Mt Brook High School,Mountain Brook,AL,3.6,2026,Architecture,,660,660,26,26,23,26,25,,,,,,,,,,1
user545,Password!545,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2024,Systems Engineering,,630,660,28,27,21,26,26,,,,,,,,,,2
user546,Password!546,TX,Carroll Senior High School,Southlake,TX,3.5,2025,European Studies/Civilization,,680,690,22,26,26,26,25,,,,,,,,,,1
user547,Password!547,AL,Mt Brook High School,Mountain Brook,AL,3.5,2025,Commercial Photography,,670,680,27,24,28,26,26,,,,,,,,,,1
user548,Password!548,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2027,Pharmaceutical Sciences,,660,560,26,29,22,25,26,,,,,,,,,,2
user549,Password!549,MN,Eagan Senior High School,Eagan,MN,3.6,2025,Reading Teacher Education,,650,630,28,24,29,30,28,,,,,,,,,,2
user550,Password!550,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.5,2024,Agricultural Teacher Education,,700,690,27,22,18,20,22,,,,,,,,,,2
user551,Password!551,GA,Walton High School,Marietta,GA,3.6,2025,"Foreign Languages, Literatures, and Linguistics",,680,630,24,23,25,29,25,,,,,,,,,,2
user552,Password!552,VA,McLean High School,McLean,VA,3.5,2027,Cognitive Science,,660,660,26,27,26,20,25,,,,,,,,,,1
user553,Password!553,KS,Blue Valley North High School,Overland Park,KS,3.4,2027,Criminal Justice/Law Enforcement Administration,,600,610,28,26,30,27,28,,,,,,,,,,1
user554,Password!554,NC,North Carolina School of Science and Mathematics,Durham,NC,3.7,2025,Health Services Administration,,610,660,26,28,20,24,25,,,,,,,,,,2
user555,Password!555,NJ,Academy for Information Technology,Scotch Plains,NJ,3.4,2025,"Teacher Education and Professional Development, Specific Subject Areas",,630,660,18,28,27,24,24,,,,,,,,,,1
user556,Password!556,OH,Madeira High School,Cincinnati,OH,3.7,2024,Real Estate,,680,610,26,23,24,28,25,,,,,,,,,,2
user557,Password!557,MI,International Academy,Bloomfield Hills,MI,3.5,2024,African Studies,,630,660,27,24,30,26,27,,,,,,,,,,2
user558,Password!558,NH,Hanover High School,Hanover,NH,3.6,2026,Microbiology,,690,670,27,22,23,25,24,,,,,,,,,,2
user559,Password!559,MI,International Academy,Bloomfield Hills,MI,3.7,2026,Portuguese Language and Literature,,590,720,28,26,24,24,26,,,,,,,,,,2
user560,Password!560,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.4,2027,International Marketing,,690,680,27,30,24,24,26,,,,,,,,,,2
user561,Password!561,AZ,BASIS Tucson North,Tucson,AZ,3.7,2024,Political Economy,,670,680,27,22,27,25,25,,,,,,,,,,2
user562,Password!562,AZ,BASIS Tucson North,Tucson,AZ,3.8,2025,Spanish Language Teacher Education,,710,690,24,27,21,28,25,,,,,,,,,,1
user563,Password!563,NH,Hanover High School,Hanover,NH,3.6,2026,Directing and Theatrical Production,,630,670,26,29,23,24,26,,,,,,,,,,1
user564,Password!564,KS,Blue Valley North High School,Overland Park,KS,3.4,2025,"Professional, Technical, Business, and Scientific Writing",,700,680,24,23,30,24,25,,,,,,,,,,1
user565,Password!565,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.6,2027,Recording Arts Technology/Technician,,590,770,26,21,24,25,24,,,,,,,,,,1
user566,Password!566,NH,Hanover High School,Hanover,NH,3.4,2024,Forensic Science and Technology,,590,590,26,26,22,27,25,,,,,,,,,,1
user567,Password!567,CA,Canyon Crest Academy,San Diego,CA,3.4,2025,Technical Theatre/Theatre Design and Technology,,720,690,24,24,28,23,25,,,,,,,,,,2
user568,Password!568,AZ,BASIS Tucson North,Tucson,AZ,3.8,2024,French Studies,,650,630,26,27,26,26,26,,,,,,,,,,1
user569,Password!569,MI,International Academy,Bloomfield Hills,MI,3.6,2026,Environmental Science,,670,680,24,23,26,24,24,,,,,,,,,,2
user570,Password!570,OH,Madeira High School,Cincinnati,OH,3.4,2024,American Indian/Native American Studies,,620,700,23,26,24,22,24,,,,,,,,,,1
user571,Password!571,AL,Mt Brook High School,Mountain Brook,AL,3.6,2025,Clinical/Medical Laboratory Science and Allied Professions,,660,660,24,27,24,23,25,,,,,,,,,,1
user572,Password!572,AZ,BASIS Tucson North,Tucson,AZ,3.6,2026,Family and Community Services,,650,700,25,27,24,23,25,,,,,,,,,,1
user573,Password!573,KY,The Gatton Academy,Bowling Green,KY,3.4,2025,Health Policy Analysis,,700,560,24,25,26,24,25,,,,,,,,,,2
user574,Password!574,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2027,Retail Management,,730,590,22,29,21,21,23,,,,,,,,,,1
user575,Password!575,TX,Carroll Senior High School,Southlake,TX,3.5,2026,Funeral Service and Mortuary Science,,570,630,27,23,27,23,25,,,,,,,,,,1
user576,Password!576,AR,Haas Hall Academy,Fayetteville,AR,3.6,2026,Photographic and Film/Video Technology/Technician and Assistant,,630,770,26,22,27,21,24,,,,,,,,,,2
user577,Password!577,TX,Carroll Senior High School,Southlake,TX,3.4,2025,Vision Science/Physiological Optics,,630,680,27,20,24,27,25,,,,,,,,,,1
user578,Password!578,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2026,Jazz/Jazz Studies,,690,680,27,26,22,21,24,,,,,,,,,,2
user579,Password!579,NY,Brooklyn Technical High School,Brooklyn,NY,3.5,2024,Industrial Production Technologies/Technicians,,680,650,22,24,24,29,25,,,,,,,,,,1
user580,Password!580,NJ,Academy for Information Technology,Scotch Plains,NJ,3.6,2024,European History,,700,650,24,27,21,25,24,,,,,,,,,,2
user581,Password!581,KS,Blue Valley North High School,Overland Park,KS,3.7,2025,Economics,,710,610,24,28,27,26,26,,,,,,,,,,1
user582,Password!582,WI,Whitefish Bay High School,Whitefish Bay,WI,3.4,2024,Aquatic Biology/Limnology,,640,610,22,24,27,21,24,,,,,,,,,,1
user583,Password!583,NC,North Carolina School of Science and Mathematics,Durham,NC,3.3,2026,Pre-Law Studies,,770,690,24,26,27,25,26,,,,,,,,,,2
user584,Password!584,NY,Brooklyn Technical High School,Brooklyn,NY,3.7,2025,Business/Commerce,,690,670,21,21,26,21,22,,,,,,,,,,2
user585,Password!585,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.4,2026,Dental Hygiene/Hygienist,,620,580,24,23,24,29,25,,,,,,,,,,1
user586,Password!586,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.6,2025,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies",,640,700,26,29,25,23,26,,,,,,,,,,2
user587,Password!587,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.5,2027,Therapeutic Recreation/Recreational Therapy,,690,660,29,25,26,23,26,,,,,,,,,,2
user588,Password!588,SC,Academic Magnet High School,North Charleston,SC,3.4,2024,Marine Sciences,,580,630,23,22,21,22,22,,,,,,,,,,1
user589,Password!589,NC,North Carolina School of Science and Mathematics,Durham,NC,3.7,2025,Christian Studies,,650,580,25,23,27,28,26,,,,,,,,,,1
user590,Password!590,CA,Canyon Crest Academy,San Diego,CA,3.6,2026,Italian Studies,,670,590,27,23,26,18,24,,,,,,,,,,1
user591,Password!591,KY,The Gatton Academy,Bowling Green,KY,3.4,2026,Legal Assistant/Paralegal,,590,690,27,27,27,25,27,,,,,,,,,,1
user592,Password!592,NC,North Carolina School of Science and Mathematics,Durham,NC,3.5,2025,Chemical Physics,,650,670,26,24,23,24,24,,,,,,,,,,1
user593,Password!593,WA,Bellevue High School,Bellevue,WA,3.4,2024,Bioethics/Medical Ethics,,690,680,24,27,24,27,26,,,,,,,,,,1
user594,Password!594,NC,North Carolina School of Science and Mathematics,Durham,NC,3.6,2025,Digital Arts,,680,660,25,22,22,18,22,,,,,,,,,,2
user595,Password!595,MI,International Academy,Bloomfield Hills,MI,3.4,2025,Russian Language and Literature,,660,730,28,28,28,29,28,,,,,,,,,,1
user596,Password!596,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.5,2025,Broadcast Journalism,,740,670,24,24,21,27,24,,,,,,,,,,1
user597,Password!597,KY,The Gatton Academy,Bowling Green,KY,3.5,2026,Health Services/Allied Health/Health Sciences,,700,680,22,18,26,25,23,,,,,,,,,,1
user598,Password!598,OH,Madeira High School,Cincinnati,OH,3.4,2027,East Asian Studies,,700,700,28,25,23,23,25,,,,,,,,,,1
user599,Password!599,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.6,2025,Human Nutrition,,660,700,30,24,24,23,25,,,,,,,,,,2
user600,Password!600,AL,Mt Brook High School,Mountain Brook,AL,3.6,2026,Business Family and Consumer Sciences/Human Sciences,,690,670,28,25,18,28,25,,,,,,,,,,2
user601,Password!601,AL,Mt Brook High School,Mountain Brook,AL,3.5,2026,Islamic Studies,,670,580,27,23,27,28,26,,,,,,,,,,2
user602,Password!602,NC,North Carolina School of Science and Mathematics,Durham,NC,3.5,2027,Neuroscience,,580,590,21,26,23,30,25,,,,,,,,,,2
user603,Password!603,KY,The Gatton Academy,Bowling Green,KY,3.6,2024,Interior Architecture,,600,690,22,29,24,27,26,,,,,,,,,,1
user604,Password!604,WI,Whitefish Bay High School,Whitefish Bay,WI,3.5,2026,Microbiology and Immunology,,650,650,23,28,27,28,27,,,,,,,,,,1
user605,Password!605,MN,Eagan Senior High School,Eagan,MN,3.3,2026,Farm/Farm and Ranch Management,,560,670,18,27,30,18,23,,,,,,,,,,1
user606,Password!606,GA,Walton High School,Marietta,GA,3.4,2025,Peace Studies and Conflict Resolution,,680,640,27,24,27,28,27,,,,,,,,,,1
user607,Password!607,TX,Carroll Senior High School,Southlake,TX,3.5,2025,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,,770,680,22,27,29,27,26,,,,,,,,,,2
user608,Password!608,CA,Canyon Crest Academy,San Diego,CA,3.5,2024,Agricultural Economics,,660,700,24,26,25,26,25,,,,,,,,,,1
user609,Password!609,CA,Canyon Crest Academy,San Diego,CA,3.6,2025,American Sign Language,,690,590,26,30,25,23,26,,,,,,,,,,2
user610,Password!610,NC,North Carolina School of Science and Mathematics,Durham,NC,3.4,2026,Dance,,690,700,24,27,25,22,25,,,,,,,,,,1
user611,Password!611,PA,Radnor Senior High School,Radnor,PA,3.5,2027,Biology/Biological Sciences,,680,650,27,22,24,24,24,,,,,,,,,,1
user612,Password!612,NJ,Academy for Information Technology,Scotch Plains,NJ,3.3,2024,East Asian Studies,,590,670,24,25,27,26,26,,,,,,,,,,1
user613,Password!613,MO,Parkway Central High School,Chesterfield,MO,3.5,2024,Printmaking,,680,700,25,27,25,29,27,,,,,,,,,,2
user614,Password!614,WI,Whitefish Bay High School,Whitefish Bay,WI,3.8,2025,"Classics and Classical Languages, Literatures, and Linguistics",,670,660,24,24,24,23,24,,,,,,,,,,2
user615,Password!615,MN,Eagan Senior High School,Eagan,MN,3.7,2027,Therapeutic Recreation/Recreational Therapy,,660,680,28,24,27,26,26,,,,,,,,,,2
user616,Password!616,VA,McLean High School,McLean,VA,3.5,2024,Italian Studies,,610,630,28,28,21,28,26,,,,,,,,,,1
user617,Password!617,OH,Madeira High School,Cincinnati,OH,3.4,2025,Urban Studies/Affairs,,760,540,27,26,28,24,26,,,,,,,,,,2
user618,Password!618,WA,Bellevue High School,Bellevue,WA,3.5,2024,Retail Management,,590,710,27,22,27,28,26,,,,,,,,,,1
user619,Password!619,NM,Volcano Vista High School,Albuquerque,NM,3.4,2024,Information Resources Management,,630,660,25,26,27,26,26,,,,,,,,,,2
user620,Password!620,NM,Volcano Vista High School,Albuquerque,NM,3.4,2025,Operations Management and Supervision,,660,680,28,26,22,27,26,,,,,,,,,,1
user621,Password!621,WI,Whitefish Bay High School,Whitefish Bay,WI,3.6,2025,Microbiology,,620,630,25,24,27,28,26,,,,,,,,,,2
user622,Password!622,TX,Carroll Senior High School,Southlake,TX,3.6,2025,Mechanical Engineering,,690,690,28,27,26,21,26,,,,,,,,,,2
user623,Password!623,WA,Bellevue High School,Bellevue,WA,3.5,2025,Fire Science/Fire-fighting,,580,590,22,22,28,28,25,,,,,,,,,,1
user624,Password!624,AL,Mt Brook High School,Mountain Brook,AL,3.3,2025,German Language and Literature,,680,660,26,26,24,26,26,,,,,,,,,,1
user625,Password!625,PA,Radnor Senior High School,Radnor,PA,3.5,2026,Junior High/Intermediate/Middle School Education and Teaching,,610,630,26,26,23,24,25,,,,,,,,,,2
user626,Password!626,OH,Madeira High School,Cincinnati,OH,3.6,2024,Christian Studies,,590,680,28,23,25,28,26,,,,,,,,,,1
user627,Password!627,NY,Brooklyn Technical High School,Brooklyn,NY,3.5,2025,South Asian Studies,,680,700,24,25,26,24,25,,,,,,,,,,2
user628,Password!628,AR,Haas Hall Academy,Fayetteville,AR,3.6,2025,"South Asian Languages, Literatures, and Linguistics",,700,600,21,25,26,24,24,,,,,,,,,,1
user629,Password!629,NJ,Academy for Information Technology,Scotch Plains,NJ,3.6,2026,Human Nutrition,,700,690,24,23,22,29,25,,,,,,,,,,2
user630,Password!630,GA,Walton High School,Marietta,GA,3.3,2025,Family and Consumer Sciences/Human Sciences,,680,680,26,20,22,30,25,,,,,,,,,,1
user631,Password!631,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.6,2025,Modern Languages,,540,560,24,23,22,22,23,,,,,,,,,,1
user632,Password!632,AR,Haas Hall Academy,Fayetteville,AR,3.5,2025,Applied Horticulture/Horticulture Operations,,650,630,22,24,23,28,24,,,,,,,,,,1
user633,Password!633,WI,Whitefish Bay High School,Whitefish Bay,WI,3.5,2027,Wildlife Biology,,650,640,29,27,27,21,26,,,,,,,,,,1
user634,Password!634,AL,Mt Brook High School,Mountain Brook,AL,3.5,2027,Biological/Biosystems Engineering,,700,600,28,24,25,24,25,,,,,,,,,,1
user635,Password!635,GA,Walton High School,Marietta,GA,3.5,2027,Publishing,,620,660,18,20,21,29,22,,,,,,,,,,1
user636,Password!636,MA,Lexington High School,Lexington,MA,3.6,2027,Machine Tool Technology/Machinist,,660,680,24,24,24,25,24,,,,,,,,,,1
user637,Password!637,AL,Mt Brook High School,Mountain Brook,AL,3.5,2026,Hydrology and Water Resources Science,,670,630,24,27,26,28,26,,,,,,,,,,1
user638,Password!638,PA,Radnor Senior High School,Radnor,PA,3.5,2026,Agricultural Business Technology,,660,650,23,30,26,22,25,,,,,,,,,,1
user639,Password!639,AL,Mt Brook High School,Mountain Brook,AL,3.6,2025,Applied Psychology,,560,680,24,27,22,28,25,,,,,,,,,,2
user640,Password!640,NC,North Carolina School of Science and Mathematics,Durham,NC,3.7,2024,Legal Professions and Studies,,660,600,28,27,24,22,25,,,,,,,,,,2
user641,Password!641,VA,McLean High School,McLean,VA,3.3,2025,Psychology,,710,540,27,24,23,22,24,,,,,,,,,,2
user642,Password!642,KS,Blue Valley North High School,Overland Park,KS,3.5,2026,Securities Services Administration/Management,,700,740,26,24,27,30,27,,,,,,,,,,2
user643,Password!643,KY,The Gatton Academy,Bowling Green,KY,3.5,2027,Geological/Geophysical Engineering,,700,660,30,23,28,26,27,,,,,,,,,,1
user644,Password!644,KY,The Gatton Academy,Bowling Green,KY,3.5,2025,Foodservice Systems Administration/Management,,650,660,23,27,23,25,25,,,,,,,,,,2
user645,Password!645,WA,Bellevue High School,Bellevue,WA,3.6,2027,Nutrition Sciences,,560,680,28,23,24,27,26,,,,,,,,,,1
user646,Password!646,MO,Parkway Central High School,Chesterfield,MO,3.5,2027,Forest Sciences and Biology,,650,700,24,26,25,20,24,,,,,,,,,,2
user647,Password!647,CO,Fairview High School,Boulder,CO,3.7,2026,Science Technologies/Technicians,,690,700,25,29,25,28,27,,,,,,,,,,1
user648,Password!648,NY,Brooklyn Technical High School,Brooklyn,NY,3.5,2027,"Parks, Recreation, Leisure, and Fitness Studies",,680,590,28,27,24,29,27,,,,,,,,,,2
user649,Password!649,KY,The Gatton Academy,Bowling Green,KY,3.7,2025,Medical Illustration/Medical Illustrator,,690,640,24,18,26,23,23,,,,,,,,,,1
user650,Password!650,AZ,BASIS Tucson North,Tucson,AZ,3.5,2024,Environmental Science,,580,730,28,26,27,24,26,,,,,,,,,,1
user651,Password!651,GA,Walton High School,Marietta,GA,3.2,2025,Atomic/Molecular Physics,,670,710,26,26,24,25,25,,,,,,,,,,2
user652,Password!652,KY,The Gatton Academy,Bowling Green,KY,3.6,2024,Philosophy and Religious Studies,,630,710,27,26,26,20,25,,,,,,,,,,2
user653,Password!653,GA,Walton High School,Marietta,GA,3.7,2024,Archeology,,670,660,24,24,22,25,24,,,,,,,,,,1
user654,Password!654,PA,Radnor Senior High School,Radnor,PA,3.4,2024,"Art History, Criticism and Conservation",,680,710,24,26,24,24,25,,,,,,,,,,2
user655,Password!655,NY,Brooklyn Technical High School,Brooklyn,NY,3.5,2024,Nursing Administration,,690,710,23,23,25,20,23,,,,,,,,,,1
user656,Password!656,MI,International Academy,Bloomfield Hills,MI,3.4,2026,Film/Video and Photographic Arts,,680,630,23,28,21,30,26,,,,,,,,,,1
user657,Password!657,PA,Radnor Senior High School,Radnor,PA,3.3,2025,Tool and Die Technology/Technician,,700,560,27,20,24,20,23,,,,,,,,,,2
user658,Password!658,PA,Radnor Senior High School,Radnor,PA,3.4,2024,Health Services Administration,,600,720,27,27,26,29,27,,,,,,,,,,1
user659,Password!659,KY,The Gatton Academy,Bowling Green,KY,3.6,2024,Soil Science and Agronomy,,680,680,26,22,24,24,24,,,,,,,,,,1
user660,Password!660,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2026,Portuguese Language and Literature,,630,700,24,29,24,25,26,,,,,,,,,,2
user661,Password!661,CA,Canyon Crest Academy,San Diego,CA,3.3,2024,Health Communication,,700,680,26,27,27,18,25,,,,,,,,,,1
user662,Password!662,SC,Academic Magnet High School,North Charleston,SC,3.6,2026,Natural Resources Management and Policy,,680,580,24,26,26,24,25,,,,,,,,,,2
user663,Password!663,WA,Bellevue High School,Bellevue,WA,3.4,2025,Foreign Language Teacher Education,,660,570,25,28,27,27,27,,,,,,,,,,2
user664,Password!664,MN,Eagan Senior High School,Eagan,MN,3.6,2026,"Teacher Education, Multiple Levels",,660,680,23,26,23,22,24,,,,,,,,,,1
user665,Password!665,KY,The Gatton Academy,Bowling Green,KY,3.5,2027,Teaching French as a Second or Foreign Language,,680,640,22,27,21,24,24,,,,,,,,,,1
user666,Password!666,GA,Walton High School,Marietta,GA,3.4,2026,"Parks, Recreation and Leisure Facilities Management",,670,620,25,24,18,24,23,,,,,,,,,,1
user667,Password!667,MO,Parkway Central High School,Chesterfield,MO,3.4,2027,Stringed Instruments,,670,660,22,28,24,27,25,,,,,,,,,,1
user668,Password!668,WI,Whitefish Bay High School,Whitefish Bay,WI,3.5,2026,Gerontology,,630,680,26,25,27,23,25,,,,,,,,,,2
user669,Password!669,SC,Academic Magnet High School,North Charleston,SC,3.5,2024,Welding Technology/Welder,,720,670,18,22,24,27,23,,,,,,,,,,2
user670,Password!670,KS,Blue Valley North High School,Overland Park,KS,3.5,2025,Management Information Systems,,630,650,24,24,24,22,24,,,,,,,,,,1
user671,Password!671,TX,Carroll Senior High School,Southlake,TX,3.2,2026,School Librarian/School Library Media Specialist,,700,560,26,21,22,24,23,,,,,,,,,,2
user672,Password!672,NY,Brooklyn Technical High School,Brooklyn,NY,3.3,2024,Cell/Cellular Biology and Histology,,690,680,23,23,28,27,25,,,,,,,,,,2
user673,Password!673,PA,Radnor Senior High School,Radnor,PA,3.5,2024,Religious Education,,650,590,23,25,21,28,24,,,,,,,,,,1
user674,Password!674,MN,Eagan Senior High School,Eagan,MN,3.5,2024,"Linguistic, Comparative",,700,540,25,24,23,28,25,,,,,,,,,,1
user675,Password!675,SC,Academic Magnet High School,North Charleston,SC,3.5,2027,Family and Community Services,,640,630,22,29,25,28,26,,,,,,,,,,1
user676,Password!676,AZ,BASIS Tucson North,Tucson,AZ,3.2,2026,Restaurant/Food Services Management,,580,650,23,20,24,22,22,,,,,,,,,,2
user677,Password!677,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.6,2025,Physical Chemistry,,620,640,25,21,26,22,24,,,,,,,,,,1
user678,Password!678,OH,Madeira High School,Cincinnati,OH,3.5,2027,Community Psychology,,680,670,27,22,29,24,26,,,,,,,,,,2
user679,Password!679,VA,McLean High School,McLean,VA,3.5,2026,Occupational Therapy/Therapist,,670,680,22,24,21,27,24,,,,,,,,,,2
user680,Password!680,PA,Radnor Senior High School,Radnor,PA,3.8,2024,Web/Multimedia Management and Webmaster,,660,630,23,21,26,28,25,,,,,,,,,,1
user681,Password!681,CA,Canyon Crest Academy,San Diego,CA,3.2,2026,Marketing,,730,650,24,20,23,22,22,,,,,,,,,,2
user682,Password!682,MN,Eagan Senior High School,Eagan,MN,3.5,2025,Health Information/Medical Records Technology/Technician,,630,690,23,25,21,24,23,,,,,,,,,,1
user683,Password!683,GA,Walton High School,Marietta,GA,3.5,2024,Computational and Applied Mathematics,,650,590,26,28,29,26,27,,,,,,,,,,2
user684,Password!684,NH,Hanover High School,Hanover,NH,3.6,2025,Sustainability Studies,,690,730,25,26,21,26,25,,,,,,,,,,1
user685,Password!685,MA,Lexington High School,Lexington,MA,3.6,2025,Neurobiology and Neurosciences,,620,680,26,27,30,22,26,,,,,,,,,,2
user686,Password!686,CO,Fairview High School,Boulder,CO,3.6,2024,Religion/Religious Studies,,660,660,23,26,24,24,24,,,,,,,,,,2
user687,Password!687,MI,International Academy,Bloomfield Hills,MI,3.5,2024,Organizational Leadership,,660,650,26,23,26,22,24,,,,,,,,,,1
user688,Password!688,NY,Brooklyn Technical High School,Brooklyn,NY,3.4,2026,Philosophy,,700,620,29,29,22,28,27,,,,,,,,,,2
user689,Password!689,MO,Parkway Central High School,Chesterfield,MO,3.3,2026,"Crafts/Craft Design, Folk Art and Artisanry",,670,710,24,24,27,24,25,,,,,,,,,,2
user690,Password!690,MO,Parkway Central High School,Chesterfield,MO,3.6,2027,Corrections and Criminal Justice,,700,730,26,25,24,22,24,,,,,,,,,,1
user691,Password!691,MI,International Academy,Bloomfield Hills,MI,3.7,2025,Health/Health Care Administration/Management,,680,700,26,22,23,26,24,,,,,,,,,,1
user692,Password!692,WI,Whitefish Bay High School,Whitefish Bay,WI,3.8,2027,Health/Medical Preparatory Programs,,610,660,25,29,22,23,25,,,,,,,,,,1
user693,Password!693,NJ,Academy for Information Technology,Scotch Plains,NJ,3.6,2025,Radio and Television,,670,700,27,24,23,25,25,,,,,,,,,,2
user694,Password!694,AL,Mt Brook High School,Mountain Brook,AL,3.5,2025,Japanese Studies,,700,740,22,26,29,27,26,,,,,,,,,,2
user695,Password!695,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.6,2024,Apparel and Textiles,,610,580,27,24,26,24,25,,,,,,,,,,2
user696,Password!696,PA,Radnor Senior High School,Radnor,PA,3.9,2025,Youth Services/Administration,,630,660,26,26,27,26,26,,,,,,,,,,1
user697,Password!697,KS,Blue Valley North High School,Overland Park,KS,3.8,2024,Physical Therapy/Therapist,,740,590,24,25,27,20,24,,,,,,,,,,2
user698,Password!698,AL,Mt Brook High School,Mountain Brook,AL,3.6,2025,Ecology and Evolutionary Biology,,660,680,23,23,27,28,25,,,,,,,,,,1
user699,Password!699,CO,Fairview High School,Boulder,CO,3.7,2025,Registered Nursing/Registered Nurse,,710,630,26,26,29,26,27,,,,,,,,,,1
user700,Password!700,WA,Bellevue High School,Bellevue,WA,3.5,2025,Computer Graphics,,670,700,25,28,26,22,25,,,,,,,,,,2
user701,Password!701,MI,International Academy,Bloomfield Hills,MI,3.4,2024,Environmental Toxicology,,600,580,27,22,27,27,26,,,,,,,,,,1
user702,Password!702,IL,Illinois Mathematics and Science Academy,Aurora,IL,3.5,2025,"Professional, Technical, Business, and Scientific Writing",,620,640,26,24,22,26,25,,,,,,,,,,2
user703,Password!703,MS,The Mississippi School for Mathematics and Science,Columbus,MS,3.6,2025,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,,660,700,25,23,27,25,25,,,,,,,,,,1
user704,Password!704,AR,Haas Hall Academy,Fayetteville,AR,3.6,2026,Statistics,,580,690,26,26,23,25,25,,,,,,,,,,1
user705,Password!705,KY,The Gatton Academy,Bowling Green,KY,3.7,2027,Criminology,,690,680,27,24,23,24,25,,,,,,,,,,1
user706,Password!706,WA,Bellevue High School,Bellevue,WA,3.6,2025,Fashion/Apparel Design,,680,610,27,23,24,21,24,,,,,,,,,,2
user707,Password!707,CO,Fairview High School,Boulder,CO,3.5,2027,Robotics Technology/Technician,,700,630,30,24,25,28,27,,,,,,,,,,2
user708,Password!708,NM,Volcano Vista High School,Albuquerque,NM,3.6,2025,"Modeling, Virtual Environments and Simulation",,630,590,30,22,24,23,25,,,,,,,,,,2
